Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
8113795c589e8d1a55a608312a7ec9af405bde4b286cbcc41e4deb036f8e9ca0,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
7869f09b05eb886dece0c0d1c907ac3f78d57d63f966ef358021cb6838d22345,2019-11,City of London Police,City of London Police,-0.088203,51.518262,On or near MOORGATE,E01032739,City of London 001F,Offender given a caution
c006f20a24fc75d909f9a9df137cf1a3a7f0021f950441976fa2755c633e35f7,2019-11,City of London Police,City of London Police,-0.096385,51.510787,On or near GARDNERS LANE,E01032739,City of London 001F,Suspect charged
a06a95a17f83bf59575277ffdc7db1d4c67ac0d749d4d2fb05e4283a44367ad8,2019-11,City of London Police,City of London Police,-0.086272,51.513114,On or near BIRCHIN LANE,E01032739,City of London 001F,Suspect charged
ac60c9c9c7d5f4c93196bed0761d49edd635624c9abafa9b7bde8ccfff6b63c1,2019-11,City of London Police,City of London Police,-0.097699,51.511420,On or near BOOTH LANE,E01032739,City of London 001F,Offender given a caution
04815f39628c32cd78796ebf63360f3c9ad6d5b73e1e07f43e0b8be7c3e83bd1,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
fa6f1b7054d34a72849e20a15a9c0063f525a9bf6a575dab27c7fafe919a364c,2019-11,City of London Police,City of London Police,-0.105157,51.513330,On or near Theatre/Concert Hall,E01032740,City of London 001G,Suspect charged
0e772cb162ae6cf47989684e1ba8095d3787c685f0ae9baf0879fc74270e35b5,2019-11,City of London Police,City of London Police,-0.111242,51.516738,On or near TOOK'S COURT,E01032740,City of London 001G,Suspect charged
b704c4b1ef35eb30e1a6faa1abd544733177c03fcdbfed75f1ff444601bfd5d3,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
ad374e28d51e9fa65cae07f8d9da3c045571b324c26e95853c8dd35c545ef5f2,2019-11,City of London Police,City of London Police,-0.101452,51.512650,On or near ST ANDREW'S HILL,E01032739,City of London 001F,Local resolution
e68d63c73cf199cf64cfeee6b64e529d56103ad0fd9a4630e706f5779947cc28,2019-11,City of London Police,City of London Police,-0.078665,51.509950,On or near MUSCOVY STREET,E01032739,City of London 001F,Suspect charged
e68d63c73cf199cf64cfeee6b64e529d56103ad0fd9a4630e706f5779947cc28,2019-11,City of London Police,City of London Police,-0.078665,51.509950,On or near MUSCOVY STREET,E01032739,City of London 001F,Suspect charged
97640d9f856df0af9cc06a38dacdd48d598060f1b0cb7e03a5bbc5a5883a03cc,2019-11,City of London Police,City of London Police,-0.081091,51.516014,On or near CAMOMILE STREET,E01032739,City of London 001F,Local resolution
70e074f5db72bbc1e9bad03a36a6a7efa11d196d917a0e431ea2f121c89add09,2019-11,City of London Police,City of London Police,-0.089596,51.518743,On or near NEW UNION STREET,E01000002,City of London 001B,Suspect charged
2e5e2046332e2e14ebfbe3703bd53adbc6de3c650291cd600dcf4556c6e9c384,2019-11,City of London Police,City of London Police,-0.073254,51.512856,On or near MANSELL STREET,E01000005,City of London 001E,Suspect charged
dea1214d4470f3bb9b94b59c6ababddb4ae3b3ad1272c6994654761408af500e,2019-11,City of London Police,City of London Police,-0.077637,51.511453,On or near CRUTCHED FRIARS,E01032739,City of London 001F,Offender given a caution
1cb585118619bdf5cbacb05f8effdadb56584e890ae4882ef6f7fe5281e7bb36,2019-11,City of London Police,City of London Police,-0.104909,51.517912,On or near Parking Area,E01032740,City of London 001G,Suspect charged
18e433ff1b8055e26f05c4bf9e2c897a4f0217188a281e30e03cf926ea4b6091,2019-11,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Suspect charged
b217d4023f327ee742fe1012a9a15760a00464e5757eb70bf53ea2386cbd8b23,2019-11,City of London Police,City of London Police,-0.103597,51.519312,On or near Nightclub,E01002724,Islington 022D,Suspect charged
c022da8218824bc645f82577bd1f91021131cbdcf9b8f162efa4338c5853f23b,2019-11,City of London Police,City of London Police,-0.103597,51.519312,On or near Nightclub,E01002724,Islington 022D,Suspect charged
ea688eb4371e9356ba6f96c7aa185781b4c4a15c15af77163c3f221969c8bf1f,2019-11,City of London Police,City of London Police,-0.084199,51.513394,On or near CORNHILL,E01032739,City of London 001F,Suspect charged
eeeedc86489b543593e951c42476117c16640c76d724417ce1e8bc97eb26a96f,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
27dd60100971e7c6fa9260b451737004edbfe96f4ef84247c582e40dd5f8ac87,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
8f14eff7cda77603ddc784261eefbb3e19780fe5b24366cb58f9e7020060908d,2019-11,City of London Police,City of London Police,-0.089596,51.518743,On or near NEW UNION STREET,E01000002,City of London 001B,Suspect charged
9711bf01c05c6297ce55dc3501e5fc73713bda95db87adfa9a3ec8f0a7839307,2019-11,City of London Police,City of London Police,-0.104001,51.513051,On or near APOTHECARY STREET,E01032739,City of London 001F,Suspect charged
1e07ea73c0c46fba969ece8f18f94a1c7657f85b1b6b3a69450f61e06d7f3b1c,2019-11,City of London Police,City of London Police,-0.089596,51.518743,On or near NEW UNION STREET,E01000002,City of London 001B,Suspect charged
705356d04282944f6c0dcc1904d95b5312705228a07add18e988f64fc829079e,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
95aebe5555f9d1df70952672598f748dcf77b84f1e36b1390cdb7456a9123cfe,2019-11,City of London Police,City of London Police,-0.080318,51.520678,On or near PRIMROSE STREET,E01032739,City of London 001F,Local resolution
e912df31be25893372e2aff7892ab38c954f65275d96681039e5aafdd64ba504,2019-11,City of London Police,City of London Police,-0.084618,51.512682,On or near GRACECHURCH STREET,E01032739,City of London 001F,Suspect charged
c6a824d5c9fa0524ceb171f9f6799931330ac7266cf78b707f43900c6dd9cc80,2019-11,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Suspect charged
b0e9c2727c40644dd9bf5ec48a5cfc6abd675f0ad56accdd061f169660e2cfac,2019-11,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Suspect charged
5ede16141743876d083058cf42f862876669779acb3c9435b91ce0fe3ae74e12,2019-11,City of London Police,City of London Police,-0.089596,51.518743,On or near NEW UNION STREET,E01000002,City of London 001B,Suspect charged
4b04ffb988060ed9e172a64cff1ab483574cc63eb2cb06f4249afe4b0e981505,2019-11,City of London Police,City of London Police,-0.086728,51.510477,On or near KING WILLIAM STREET,E01032739,City of London 001F,Suspect charged
4b04ffb988060ed9e172a64cff1ab483574cc63eb2cb06f4249afe4b0e981505,2019-11,City of London Police,City of London Police,-0.086728,51.510477,On or near KING WILLIAM STREET,E01032739,City of London 001F,Suspect charged
5b5dd97bd5a88cad0d4dda90984bbe0338eb6491af57526b6b4d04def9122418,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
8bdf16ed1cf1115a3c75ace30effb85332475525ea48b4c3e7da58947e4f14d0,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
f3b3fee282d3a16416237babee6caef0e3dba4dde323ed05dcd82bb96e41e609,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
c24bdc9454cc50b189e27b4354378278713a3fac2dcea70ba72e616852bdb811,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
b7e9f1f55e9352afcefba06843a0b094c2a5a60d952cc21ec513e1095343654d,2019-11,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Suspect charged
40defb2542dc9789532577fb7feada2bdd5e987f494da6715b710e086ddc0564,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
e0766b5aa62b6b7e6ff5a6b91e73e55974c0a6bbd646e255687519f4b0fc191f,2019-11,City of London Police,City of London Police,-0.078994,51.514137,On or near HENEAGE PLACE,E01032739,City of London 001F,Suspect charged
57e4250177c28968aa2c31442c8b5d1a6007809d2f35ac9aba8b2405047624ed,2019-11,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Suspect charged
57e4250177c28968aa2c31442c8b5d1a6007809d2f35ac9aba8b2405047624ed,2019-11,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Suspect charged
7a25ca529811eb9e72ed2f9439e30db33403f9c84d0843ba9063a69d83a114a6,2019-11,City of London Police,City of London Police,-0.118676,51.527648,On or near GRAY'S INN ROAD,E01000940,Camden 024D,Suspect charged
d18e3b53cb73c32ecc8a91d59524daaaefb3dc7f89bc6a65f4874cd45440f283,2019-11,City of London Police,City of London Police,-0.087118,51.513199,On or near Nightclub,E01032739,City of London 001F,Suspect charged
a5270ad22cf99ce32f3d5a7c4ab3e40e5c66f69d2ec5d00eccc3e60557177617,2019-11,City of London Police,City of London Police,,,No location,,,Suspect charged
e3adf96969f575f29ba950af7d6b8f40f6e9a1cba650a5a4d1ee81f14c8e64d4,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
5b8a69f8b9695eea8e8c1647146c20bec96caaf2989ac98b1097c92034507360,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
824421508378dc961b13a97e88cdac72f95712bf429af08bcccafd57b1b0a43f,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
a0c9eb16295808869a199ea8014670605b668a06540e7a494f0591c83ad645ef,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
1b753990a8f29a9735fecdfc7786b6d0db28178efa245ff52fd886e4a8bdadc6,2019-11,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Suspect charged
a8d4c25c3f5bdf0b7d2cc9d86d74b748ec72826b552720faf61c275bbc2c6416,2019-11,City of London Police,City of London Police,-0.080782,51.514804,On or near ST MARY AXE,E01032739,City of London 001F,Offender given a caution
e0010d7788ae81f1493e523f1267249922289bd7b70a2673d56fc544a1929030,2019-11,City of London Police,City of London Police,-0.080478,51.527164,On or near Nightclub,E01033708,Hackney 027G,Suspect charged
02266baa66bc45700d47363e472c9832abb9cc8bee64685b5f0609d775b8de39,2019-11,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Suspect charged
771bccb774a15c8a42e2848138005fd6a7ea289496be44482c8289235a8becd6,2019-11,City of London Police,City of London Police,-0.078749,51.520985,On or near NORTON FOLGATE,E01032739,City of London 001F,Suspect charged
d13573ea98bc87c334c989a5168088568fde0a9335d403176ff142b5b0ac9830,2019-11,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Suspect charged
26bbd38042d0f3149740e98d4c8a4dcd497ca5ed04637a3f762b224c9e185624,2019-11,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Suspect charged
02c1e3df863c9ef66d59d55505253aa4b2c9194aacc1b97381e26baf9cbcc039,2019-11,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Suspect charged
e50e609fe9864618d20b2dee7a63d9ab9582500af95a1f7a79c9e6ec1908987e,2019-11,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Suspect charged
36124212688a774eb0e7ad0fbfbd65cb7f5c61b0760d67e41f1d0e8d53b3d2ac,2019-11,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Offender given a caution
6bfa4ad9367c7223873f1377a1b3ec6f508d6da8b729014de542cd886e15ce30,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
24683a2cfc4b0071ada617f76d96cb1c406253e03846911148e390054f342a29,2019-11,City of London Police,City of London Police,-0.091732,51.521080,On or near Nightclub,E01002704,Islington 023D,Offender given a caution
3d7021a1895a2531e16b6d889274e8a2fbba5bf03b818706265390a23a1dfcfa,2019-11,City of London Police,City of London Police,-0.111242,51.516738,On or near TOOK'S COURT,E01032740,City of London 001G,Suspect charged
4160af6e52cd059011e5b1361871e1abb9eba092ecdc3d9e19239379032d11ae,2019-11,City of London Police,City of London Police,-0.102741,51.513885,On or near PAGEANTMASTER COURT,E01032740,City of London 001G,Offender given a drugs possession warning
50425839c93ce6fc4cf7f8a2d0e4fe5b76a5b19f0b497e27e33c849f7bc86c0b,2019-11,City of London Police,City of London Police,-0.092077,51.512147,On or near TOWER ROYAL,E01032739,City of London 001F,Suspect charged
a6418f79f06eaf840350d7e406d87944baa9588bc60ac0d092b985ff8d85e42e,2019-11,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Suspect charged
6751bc70ab3a4b3781eff2ffe13598dece42e4881dcd13125b62258db3d17034,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
c09e9271c0d8da19c2e7aef9ca49515f3cb72a65ac3912bccb1c6f65e489ba62,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
4c4ca934ebc7550491b3d00cc58aeff08fb52d7d17893d6af26a01599eabcd8c,2019-11,City of London Police,City of London Police,-0.076459,51.513061,On or near Further/Higher Educational Building,E01000005,City of London 001E,Suspect charged
0509026424261c870c6e19d28054677a28ffad8173df4057d038244881d0a23e,2019-11,City of London Police,City of London Police,-0.077451,51.515523,On or near WHITE KENNETT STREET,E01000005,City of London 001E,Suspect charged
c705d67bc8e5763c23e3c0aa0cc0f708df0cab24405cf449af1c70fa2ed9524c,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given a caution
8a384879019b8804480142970090b2a492a5f090708efcb6e1bb8b374bc2b648,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
66ac3f578b8d9685042c54c6c0a4b1773f41b941e0c3b60d190cd30310cc363f,2019-11,City of London Police,City of London Police,-0.094115,51.516497,On or near WOOD STREET,E01000002,City of London 001B,Offender given a caution
8b536c61f5c23e7786579baa3761e80384c51a66e83dbc3f96010c24fec6afde,2019-11,City of London Police,City of London Police,-0.078665,51.509950,On or near MUSCOVY STREET,E01032739,City of London 001F,Suspect charged
9506a3ea702841e036cec5176b7363a1d9d31fdab00b408e463813d6b09ebf5d,2019-11,City of London Police,City of London Police,-0.087118,51.513199,On or near Nightclub,E01032739,City of London 001F,Local resolution
2335acb9afb17f45c2550cc761288f1f4fbd41429d1e5011ec9af393d8b0b297,2019-11,City of London Police,City of London Police,-0.077777,51.518046,On or near SANDY'S ROW,E01032739,City of London 001F,Offender given a caution
9c3b8452f77406cbfa6fa47c8983996c8ab4dc8ada85b03014eeb1c7e476d4c5,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given penalty notice
9adb4adf1a3137b379da93f410353919390c514e9c6e6ec3b975017fe09676e8,2019-11,City of London Police,City of London Police,-0.093398,51.512951,On or near WATLING STREET,E01032739,City of London 001F,Offender given a caution
dc9525060e7428ae786881d8781ec196b79ccdb1f98e38181d6343697195ad0e,2019-11,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Local resolution
59457bcdb70623cd5c41193750e9fbb0455de26214775278381c756b2eb9ab50,2019-11,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Offender given a drugs possession warning
a4252358f82788866b2d540aa2238988ccf4c07016742bc7daa37701edbecada,2019-11,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Offender given a drugs possession warning
15a43af61527f407c0ff37545e5dac6e840ce8c6eb52babef6d1118db0260391,2019-11,City of London Police,City of London Police,-0.078484,51.517680,On or near CATHERINE WHEEL ALLEY,E01032739,City of London 001F,Offender given a caution
d9edd3de99b9d49ff401c062dafe17a6d95ce9fa6b5c629e178faa80dd31a193,2019-11,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Offender given a drugs possession warning
cd5dca68d58671dc0a0fc463d2e77f70cea62fc4d854f56d01d2e90e2ff75d44,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
e7acda66e020a8b16c54e5bc264713b9f6eb9b0d4d59b8394f1e6be18c1c175c,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
28e765a2075d2643e17160d33f6512fde6e1ea835f9814a0a25b452cce883ce5,2019-11,City of London Police,City of London Police,-0.072156,51.514627,On or near Parking Area,E01032767,Tower Hamlets 021F,Suspect charged
2c842b090e6f14ff234affbc75439407a3278904ecddf18b48f5b0bb0e145622,2019-11,City of London Police,City of London Police,-0.089435,51.511223,On or near BUSH LANE,E01032739,City of London 001F,Suspect charged
41daf6e75bde5f6dda9a5cef7e8004b9aa43615b33b3c0579facedbde595f456,2019-11,City of London Police,City of London Police,-0.084284,51.510671,On or near EASTCHEAP,E01032739,City of London 001F,Local resolution
e801f168d8a2a46f03850caa1d5534cc0a785d868496a84a19820ba4b6490d35,2019-11,City of London Police,City of London Police,-0.085257,51.511200,On or near TALBOT COURT,E01032739,City of London 001F,Local resolution
7a307c3403c4b63d74e440c85e1a5dae23171a835c1bde4da5ccebc8ef9142ec,2019-11,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Offender given a caution
0b626364f415b4ec3d6a4c9a7284554152341134e7ed52827c45373b8c597c3a,2019-11,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Offender given a caution
1ba97bbffde2d1938c62b44dce332f1b899540ac0dcf0450555a64ea53b01087,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given a caution
4fa59a26aced1a907c79070e06b63a5c81cc322e7475c8e7659751c38bf1f768,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Local resolution
5a3be83dfe36e265e60faf2a0948c664112eb9949e501c3832f5423943090fc9,2019-11,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Suspect charged
d8946e54cc2f3d1a33a36a6d74d6a6c34b6b3864cb9202b76cbf457ece901900,2019-11,City of London Police,City of London Police,-0.089218,51.516057,On or near MOORGATE,E01032739,City of London 001F,Suspect charged
99020fe58a7a770b1daff9448a55a57cc10500f91f71b68ea75fb2e7d4bfa306,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
befd1ecf6c40fb9f1fc5f375fb75cba198fa4a4a1a057861b9558a0f6b102276,2019-11,City of London Police,City of London Police,-0.080034,51.513389,On or near LEADENHALL STREET,E01032739,City of London 001F,Offender given a drugs possession warning
348cf2a9243f31cf399bdebfea0438d6e93f3fdbc905347c0d1a9feffac83433,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
348cf2a9243f31cf399bdebfea0438d6e93f3fdbc905347c0d1a9feffac83433,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
c5b7797d7d9593f531a0cc8c75e59a95c9b074cd0b100208d3d1cc2639c39942,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
1ac3373a12e6a68afd6c09d8419541964a2d5833b674a8c176ef8746df2245f9,2019-11,City of London Police,City of London Police,-0.076067,51.516894,On or near LEYDEN STREET,E01004307,Tower Hamlets 015B,Offender given a caution
1c34530161354a031a7c93bf6c434e4a7bbfacbb2bb2afa0bb40f37b1aed10a0,2019-11,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Offender given a drugs possession warning
e774dafe7fa7bf50f0b69bcc30361e6f511c9ab2dcfe4c81645a4bd7070cb513,2019-11,City of London Police,City of London Police,-0.083993,51.511440,On or near PHILPOT LANE,E01032739,City of London 001F,Suspect charged
c23e76fd3200d49dd3f01bc33eb5931490464026e49f100804897b4b8652e994,2019-11,City of London Police,City of London Police,-0.077513,51.515075,On or near STONEY LANE,E01000005,City of London 001E,Suspect charged
6d25f74068cc93667120880519c103dde836b879d85d362fd4ed8675deaa81dd,2019-11,City of London Police,City of London Police,-0.078484,51.517680,On or near CATHERINE WHEEL ALLEY,E01032739,City of London 001F,Offender given a drugs possession warning
b771a10303264c92f24a7748bd0c1d77c6f06e7ad4905f27054092cad2e1e288,2019-11,City of London Police,City of London Police,-0.087525,51.510364,On or near ARTHUR STREET,E01032739,City of London 001F,Suspect charged
bd92c1fe5d44de04b1c093dc08e89913c99907fa2b28f2b2e6e4ddb46f7e48de,2019-11,City of London Police,City of London Police,-0.077578,51.510795,On or near PEPYS STREET,E01032739,City of London 001F,Suspect charged
194655f7eb45427bde4538679e8b4684f6f04ee3c418938b9921d88e66985f99,2019-11,City of London Police,City of London Police,-0.092268,51.514461,On or near KING STREET,E01032739,City of London 001F,Offender given a caution
131e8ecb1e4fb70d7129e66fddb2a5e084ed41e450c66b106745c079deebbac4,2019-11,City of London Police,City of London Police,,,No location,,,Offender given a drugs possession warning
33285d08d9962b4017ffdd86a492ff36e82c147f5b01db72321e2d5d8d5ac653,2019-11,City of London Police,City of London Police,,,No location,,,Offender given a drugs possession warning
ed32fe0a4cbb77306ce2b4ae6ec3da85c651278766a61867d7e30dca97af1230,2019-11,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Offender given a drugs possession warning
9e08c82c1bae0345f541241df3e7d6fc9fdbbd4f8d594ab6058339ccad2fc8af,2019-11,City of London Police,City of London Police,-0.085173,51.518680,On or near FINSBURY AVENUE,E01032739,City of London 001F,Offender given a caution
93003c21626643c66416d7b5971b12d28fe763bb873ec1e78f5c7916dc941274,2019-11,City of London Police,City of London Police,-0.080782,51.514804,On or near ST MARY AXE,E01032739,City of London 001F,Suspect charged
f60e4e3f05206e057092270353315401128b2110b8fe745bafb2f02790ec38e9,2019-11,City of London Police,City of London Police,-0.091258,51.514157,On or near FREDERICK'S PLACE,E01032739,City of London 001F,Offender given a drugs possession warning
37da22451de0743b0c2cf345f0d65fa187f7b0683653d92da0bf15f661f6eba0,2019-11,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Suspect charged
8b22826835bf690026efb799c55e794fc10fe5b3eaa4d85eb6c6fff48e2ed31f,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
c5d6001bc6987fd59c35df136f94ae4680b40bba6206daae20821eaf4652c275,2019-11,City of London Police,City of London Police,-0.080234,51.516855,On or near DEVONSHIRE ROW,E01032739,City of London 001F,Offender given a drugs possession warning
dd134e1d4e4013248ea49fc677c9cd572252825b88f32503135530743ec8adeb,2019-11,City of London Police,City of London Police,-0.093465,51.514463,On or near RUSSIA ROW,E01032739,City of London 001F,Suspect charged
11e82ccd3ef709d49c265a58fa0a989bb5b494d7dba067644b3a49b929eef0ec,2019-11,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given a caution
ff4d1c4223e3d7e7643b60de4449e9da74ccbf37e1a42eff3fc5b6926f41e002,2019-11,City of London Police,City of London Police,-0.086166,51.510828,On or near EASTCHEAP,E01032739,City of London 001F,Offender given a caution
88498a4aebfdc5913905dbe2962677cd1655f3981b624bb986521c2ed73943ab,2019-11,City of London Police,City of London Police,-0.095015,51.513220,On or near WATLING STREET,E01032739,City of London 001F,Suspect charged
f5c5c62650e3a3aa28a01c60321ed7c6f7756b29b8402aa1dbae184ddc3f035f,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
ce3ef491b017d6e448900feb58fe82d1045d37c8946211c653c6bd50691cd541,2019-11,City of London Police,City of London Police,-0.095015,51.513220,On or near WATLING STREET,E01032739,City of London 001F,Suspect charged
ccea7b2a63165b974d070fe7709e3250af8f7788a0afa63fb6c4e8ab9fc15e86,2019-11,City of London Police,City of London Police,-0.098777,51.512526,On or near KNIGHTRIDER STREET,E01032739,City of London 001F,Suspect charged
ccea7b2a63165b974d070fe7709e3250af8f7788a0afa63fb6c4e8ab9fc15e86,2019-11,City of London Police,City of London Police,-0.098777,51.512526,On or near KNIGHTRIDER STREET,E01032739,City of London 001F,Suspect charged
ccea7b2a63165b974d070fe7709e3250af8f7788a0afa63fb6c4e8ab9fc15e86,2019-11,City of London Police,City of London Police,-0.098777,51.512526,On or near KNIGHTRIDER STREET,E01032739,City of London 001F,Suspect charged
8e8c55a208dd68993f1d8c77e3725c5476555e8288cf4edf863b70d8c482b1ca,2019-11,City of London Police,City of London Police,-0.074901,51.506255,On or near A100,E01004293,Tower Hamlets 027B,Offender given a drugs possession warning
5b5800f95d4834bb2234260b04ca5e473164c0e261774d82f71b2eca526fb23e,2019-11,City of London Police,City of London Police,-0.086728,51.510477,On or near KING WILLIAM STREET,E01032739,City of London 001F,Offender given a caution
7b9d9346fb7541fd18fff68bd9696a4ec1da5ce6237addb30e95444239fd9841,2019-11,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
bc79a1d263b26b83811a624756cc69500af30b06cd296fc5c045d6c3c87e47ae,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
c848989ce77c2d32be6fc5da9089f343a127128b7693100f4bcab23ecfaca7f9,2019-11,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
e89ee6dc56ecf003d42b4233b0c487db32dcc1d1800c1ee4a6306043f6c09b2b,2019-11,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Suspect charged
945e715f5422368451c7123c0c8a9175e9d88fa93af18bb15a28b110c44f3e60,2019-11,City of London Police,City of London Police,-0.089451,51.517032,On or near Bus/Coach Station,E01032739,City of London 001F,Offender given a drugs possession warning
2d06583bae18a117efab5f807a7180bcf4a48c1b1622fe4b03fb3240132e2e62,2019-11,City of London Police,City of London Police,-0.108231,51.513928,On or near PLEYDELL STREET,E01032740,City of London 001G,Suspect charged
6f36c4f3574db18b36dd30e03790b80494f875459ec4699c5d3bf7690e72bb3c,2019-11,City of London Police,City of London Police,-0.096900,51.510868,On or near BROKEN WHARF,E01032739,City of London 001F,Suspect charged
